Sum of Quantity,Year,Quarter,Month,Day,Sum of UnitPrice,Sum of CostPrice,Category,Region,total sales (SUMX),Sum of profit
7,2024,Qtr 2,April,17,1372,1129,Electronics,South,8163.4,260
3,2024,Qtr 2,April,17,3266,1856,Grocery,North,8818.2,3250
8,2024,Qtr 2,April,17,4765,3608,Home,East,28590,-274
3,2024,Qtr 2,April,18,4392,3440,Beauty,East,12517.2,2197
7,2024,Qtr 2,April,18,4951,3927,Clothing,West,7861.5,-305
5,2024,Qtr 2,April,19,3646,3049,Electronics,North,18230,2985
3,2024,Qtr 2,April,19,501,311,Electronics,South,1127.25,194
4,2024,Qtr 2,April,19,4506,2550,Grocery,South,15320.4,5120
7,2024,Qtr 2,April,20,237,169,Grocery,West,1493.1,310
8,2024,Qtr 2,April,20,4354,2655,Home,East,29607.2,8367
7,2024,Qtr 2,April,21,941,508,Electronics,South,6257.65,2702
2,2024,Qtr 2,April,21,529,380,Home,South,899.3,139
8,2024,Qtr 2,April,21,3804,3145,Home,West,24345.6,-814
1,2024,Qtr 2,April,22,207,153,Beauty,East,155.25,2
5,2024,Qtr 2,April,22,1436,940,Home,South,6103,1403
3,2024,Qtr 2,April,23,4348,2287,Beauty,East,9783,2922
7,2024,Qtr 2,April,23,3362,2854,Electronics,South,17650.5,-2328
8,2024,Qtr 2,April,23,2295,1469,Electronics,West,7048.95,2142
8,2024,Qtr 2,April,24,467,314,Clothing,South,3736,1224
2,2024,Qtr 2,April,24,2301,1890,Electronics,North,4371.9,592
4,2024,Qtr 2,April,25,1846,937,Beauty,South,5538,1790
7,2024,Qtr 2,April,25,4839,2507,Beauty,West,33873,16324
5,2024,Qtr 2,April,25,2878,1572,Clothing,East,10792.5,2933
5,2024,Qtr 2,April,25,2568,1889,Electronics,East,10914,1469
15,2024,Qtr 2,April,25,3533,1916,Home,South,23634,9435
7,2024,Qtr 2,April,26,1021,777,Beauty,North,5717.6,279
5,2024,Qtr 2,April,26,3345,2507,Beauty,South,16725,4190
6,2024,Qtr 2,April,26,3431,2263,Clothing,South,16468.8,2891
8,2024,Qtr 2,April,26,773,396,Grocery,South,5874.8,2707
6,2024,Qtr 2,April,27,7223,4350,Beauty,South,15384,2724
5,2024,Qtr 2,April,27,3885,2301,Clothing,South,16511.25,5006
6,2024,Qtr 2,April,28,3690,2578,Beauty,North,22140,6672
4,2024,Qtr 2,April,28,580,491,Grocery,North,2204,240
2,2024,Qtr 2,April,29,1475,913,Beauty,West,2507.5,682
1,2024,Qtr 2,April,29,2788,1800,Electronics,North,2788,988
7,2024,Qtr 2,April,29,2031,1707,Electronics,South,11373.599999999999,-575
4,2024,Qtr 2,April,29,1862,996,Home,East,5958.4,1974
5,2024,Qtr 2,April,29,452,301,Home,North,1921,416
1,2024,Qtr 2,April,29,2518,1936,Home,South,2392.1,456
5,2024,Qtr 2,April,30,2824,1874,Beauty,West,14120,4750
8,2024,Qtr 2,April,30,1649,860,Clothing,North,10553.6,3674
1,2024,Qtr 2,April,30,3163,2024,Clothing,South,2688.55,665
8,2024,Qtr 2,April,30,2848,1789,Grocery,North,19366.4,5054
5,2024,Qtr 2,April,30,697,573,Grocery,South,2788,-77
3,2024,Qtr 2,April,30,1520,1140,Home,West,4560,1140
3,2024,Qtr 2,May,1,3389,2300,Beauty,East,9658.65,2759
8,2024,Qtr 2,May,1,1949,1015,Clothing,East,11694,3574
4,2024,Qtr 2,May,1,4380,3411,Clothing,North,15768,2124
5,2024,Qtr 2,May,1,3938,3328,Electronics,North,15752,-888
8,2024,Qtr 2,May,1,2903,1550,Electronics,South,19740.4,7340
6,2024,Qtr 2,May,1,2482,1316,Grocery,South,11169,3273
2,2024,Qtr 2,May,1,3012,1997,Home,North,5120.4,1126
6,2024,Qtr 2,May,2,118,75,Beauty,South,637.2,187
5,2024,Qtr 2,May,2,4039,3341,Clothing,East,17165.75,461
6,2024,Qtr 2,May,2,647,500,Clothing,South,3105.6,106
7,2024,Qtr 2,May,2,2432,1891,Grocery,West,17024,3787
5,2024,Qtr 2,May,2,4754,3407,Home,East,21393,4358
8,2024,Qtr 2,May,2,4347,3029,Home,South,31298.4,7066
3,2024,Qtr 2,May,3,1469,814,Clothing,North,4186.65,1745
10,2024,Qtr 2,May,3,6044,4105,Electronics,West,17957.6,3063
8,2024,Qtr 2,May,3,3927,2989,Grocery,East,31416,7504
12,2024,Qtr 2,May,3,6143,3807,Grocery,North,38171.2,13155
1,2024,Qtr 2,May,3,3911,3048,Home,West,3715.45,667
3,2024,Qtr 2,May,4,743,538,Clothing,West,2117.55,504
4,2024,Qtr 2,May,4,3401,2669,Home,South,10203,-473
1,2024,Qtr 2,May,5,4470,2530,Grocery,East,4023,1493
7,2024,Qtr 2,May,5,3745,3166,Home,South,24904.25,2742
6,2024,Qtr 2,May,5,4736,3660,Home,West,25574.4,3614
5,2024,Qtr 2,May,6,567,285,Beauty,North,2126.25,701
3,2024,Qtr 2,May,6,4499,2249,Electronics,East,10797.6,4051
5,2024,Qtr 2,May,6,4220,3240,Electronics,South,17935,1735
7,2024,Qtr 2,May,6,4931,3170,Grocery,South,27613.6,5424
3,2024,Qtr 2,May,6,2922,2036,Home,North,8766,2658
6,2024,Qtr 2,May,7,2347,1721,Grocery,South,4714.95,1254
10,2024,Qtr 2,May,8,3384,2286,Grocery,East,19387.2,3187
3,2024,Qtr 2,May,8,5256,3821,Grocery,West,6135.3,504
8,2024,Qtr 2,May,8,2196,1545,Home,North,13176,816
6,2024,Qtr 2,May,8,1829,1199,Home,West,9327.9,2134
2,2024,Qtr 2,May,9,3224,1688,Clothing,North,5158.4,1782
3,2024,Qtr 2,May,9,1339,692,Clothing,West,3213.6,1138
3,2024,Qtr 2,May,9,3939,3108,Electronics,East,9453.6,130
7,2024,Qtr 2,May,9,3101,2608,Electronics,South,18450.95,195
8,2024,Qtr 2,May,9,3359,2298,Grocery,West,21497.6,3114
5,2024,Qtr 2,May,9,4437,3581,Home,North,19966.5,2062
1,2024,Qtr 2,May,10,1475,793,Beauty,South,1327.5,535
2,2024,Qtr 2,May,10,3972,2488,Home,South,7944,2968
8,2024,Qtr 2,May,11,2271,1650,Clothing,West,18168,4968
8,2024,Qtr 2,May,11,158,103,Electronics,South,1074.4,250
2,2024,Qtr 2,May,11,3918,2645,Grocery,North,7444.2,2154
7,2024,Qtr 2,May,11,2441,1740,Home,North,16232.65,4053
1,2024,Qtr 2,May,12,838,491,Electronics,North,712.3,221
8,2024,Qtr 2,May,12,2612,1818,Home,North,17761.6,3218
7,2024,Qtr 2,May,13,260,181,Beauty,South,1729,462
6,2024,Qtr 2,May,13,71,45,Electronics,East,362.1,92
1,2024,Qtr 2,May,13,1387,1035,Electronics,North,1109.6,75
1,2024,Qtr 2,May,13,631,526,Grocery,South,567.9,42
5,2024,Qtr 2,May,14,3560,2514,Electronics,North,14240,1670
7,2024,Qtr 2,May,14,5994,3938,Electronics,South,14145.15,3557
11,2024,Qtr 2,May,14,6694,3996,Grocery,South,30123,7714
6,2024,Qtr 2,May,14,2159,1416,Grocery,West,12306.3,3810
6,2024,Qtr 2,May,14,295,226,Home,South,1770,414
1,2024,Qtr 2,May,14,2132,1273,Home,West,1918.8,646
7,2024,Qtr 2,May,15,289,196,Clothing,North,1719.55,348
1,2024,Qtr 2,May,15,3679,2768,Clothing,South,2759.25,-9
4,2024,Qtr 2,May,15,4021,2473,Electronics,North,14475.6,4584
4,2024,Qtr 2,May,15,1718,1242,Home,North,5497.6,530
12,2024,Qtr 2,May,16,4685,2360,Beauty,South,19034,9238
4,2024,Qtr 2,May,16,4118,3168,Clothing,East,13177.6,506
7,2024,Qtr 2,May,16,3105,1844,Grocery,East,18474.75,5567
8,2024,Qtr 2,May,16,3628,2950,Grocery,South,27572.8,3973
8,2024,Qtr 2,May,17,3683,2175,Clothing,North,29464,12064
6,2024,Qtr 2,May,17,343,235,Grocery,South,2058,648
8,2024,Qtr 2,May,18,443,228,Beauty,East,3012.4,1188
8,2024,Qtr 2,May,18,3146,1905,Beauty,North,21392.8,6153
4,2024,Qtr 2,May,18,3645,2574,Clothing,South,13851,3555
2,2024,Qtr 2,May,18,313,202,Clothing,West,469.5,66
6,2024,Qtr 2,May,18,4368,2807,Home,West,20966.4,4124
8,2024,Qtr 2,May,19,4845,2810,Electronics,South,32946,10466
2,2024,Qtr 2,May,19,1331,672,Home,East,2129.6,786
7,2024,Qtr 2,May,20,226,118,Clothing,North,1344.7,519
3,2024,Qtr 2,May,20,4338,2434,Grocery,North,12363.3,5061
6,2024,Qtr 2,May,20,3675,2885,Home,East,17640,330
6,2024,Qtr 2,May,21,1725,1406,Clothing,West,9832.5,1397
8,2024,Qtr 2,May,21,1790,1224,Grocery,South,11456,1664
12,2024,Qtr 2,May,22,8065,6312,Clothing,South,48509,11011
6,2024,Qtr 2,May,22,984,584,Electronics,South,5313.6,1810
7,2024,Qtr 2,May,22,4066,2510,Grocery,South,28462,10892
1,2024,Qtr 2,May,22,466,352,Home,South,419.4,67
4,2024,Qtr 2,May,23,4420,3716,Grocery,East,17680,2816
5,2024,Qtr 2,May,23,1084,658,Grocery,North,4878,1588
5,2024,Qtr 2,May,23,4320,3107,Home,East,18360,2825
3,2024,Qtr 2,May,23,2514,1996,Home,North,6787.8,800
1,2024,Qtr 2,May,24,4736,3612,Home,East,3788.8,177
8,2024,Qtr 2,May,25,321,229,Beauty,East,2439.6,608
5,2024,Qtr 2,May,25,3765,2376,Beauty,North,16942.5,5063
8,2024,Qtr 2,May,26,1913,1259,Clothing,North,15304,5232
5,2024,Qtr 2,May,26,2605,1538,Grocery,West,11071.25,3381
7,2024,Qtr 2,May,26,4631,3403,Home,South,32417,8596
4,2024,Qtr 2,May,27,864,581,Clothing,South,2937.6,614
3,2024,Qtr 2,May,27,1409,1097,Electronics,West,3804.3,513
1,2024,Qtr 2,May,27,1630,1111,Grocery,South,1630,519
5,2024,Qtr 2,May,28,760,470,Beauty,South,3610,1260
8,2024,Qtr 2,May,28,4147,3353,Beauty,West,26540.8,-283
8,2024,Qtr 2,May,28,567,372,Grocery,West,4536,1560
8,2024,Qtr 2,May,29,126,93,Clothing,South,1008,264
7,2024,Qtr 2,May,29,2454,1937,Grocery,East,13742.4,183
2,2024,Qtr 2,May,29,417,344,Home,North,625.5,-63
2,2024,Qtr 2,May,30,4501,2312,Clothing,West,9002,4378
5,2024,Qtr 2,May,31,4036,2333,Clothing,West,17153,5488
6,2024,Qtr 2,May,31,3005,2256,Grocery,West,14424,888
3,2024,Qtr 2,June,1,2955,2261,Clothing,North,7978.5,1196
8,2024,Qtr 2,June,1,4695,2652,Clothing,South,35682,14466
2,2024,Qtr 2,June,2,2854,1687,Clothing,East,5137.2,1763
4,2024,Qtr 2,June,2,1494,1109,Clothing,South,5976,1540
2,2024,Qtr 2,June,2,2268,1478,Electronics,West,4536,1580
1,2024,Qtr 2,June,3,2255,1221,Clothing,West,2255,1034
7,2024,Qtr 2,June,3,3511,2943,Electronics,South,20890.45,289
6,2024,Qtr 2,June,3,4820,3027,Electronics,West,24582,6420
2,2024,Qtr 2,June,3,3850,2644,Grocery,South,5775,487
5,2024,Qtr 2,June,3,596,449,Grocery,West,2235,-10
3,2024,Qtr 2,June,4,1000,552,Clothing,North,3000,1344
4,2024,Qtr 2,June,4,690,481,Grocery,East,2484,560
6,2024,Qtr 2,June,4,2361,1868,Home,East,13457.7,2250
7,2024,Qtr 2,June,5,4100,2981,Clothing,South,28700,7833
1,2024,Qtr 2,June,5,1913,1228,Grocery,East,1817.35,589
1,2024,Qtr 2,June,5,2711,1408,Home,North,2168.8,761
2,2024,Qtr 2,June,6,2454,1934,Beauty,South,3926.4,58
5,2024,Qtr 2,June,6,3427,2732,Electronics,South,15421.5,1762
7,2024,Qtr 2,June,6,4559,2316,Grocery,North,30317.35,14105
5,2024,Qtr 2,June,6,548,442,Grocery,South,2603,393
1,2024,Qtr 2,June,7,1506,1095,Clothing,South,1204.8,110
2,2024,Qtr 2,June,7,1262,729,Clothing,West,2019.2,561
6,2024,Qtr 2,June,7,1056,825,Home,South,4752,-198
3,2024,Qtr 2,June,8,1707,968,Clothing,West,5121,2217
5,2024,Qtr 2,June,8,4927,3955,Electronics,East,22171.5,2397
5,2024,Qtr 2,June,8,4787,3583,Home,North,17951.25,36
3,2024,Qtr 2,June,9,3214,2549,Beauty,East,8195.7,549
7,2024,Qtr 2,June,9,6101,3704,Clothing,South,20640.4,7441
4,2024,Qtr 2,June,9,1645,1233,Grocery,East,5922,990
14,2024,Qtr 2,June,9,8839,5227,Home,East,61570,25730
5,2024,Qtr 2,June,10,820,531,Clothing,North,3075,420
1,2024,Qtr 2,June,10,2717,1835,Grocery,East,2581.15,746
5,2024,Qtr 2,June,10,4944,4108,Grocery,North,24720,4180
1,2024,Qtr 2,June,10,1275,1017,Home,South,956.25,-61
8,2024,Qtr 2,June,11,3470,1848,Grocery,South,23596,8812
8,2024,Qtr 2,June,12,2422,1419,Beauty,East,15500.8,4149
4,2024,Qtr 2,June,12,1001,827,Beauty,South,3003,-305
3,2024,Qtr 2,June,12,4385,3326,Clothing,South,11181.75,1204
3,2024,Qtr 2,June,12,1774,1279,Electronics,East,5322,1485
4,2024,Qtr 2,June,12,4868,3516,Home,East,14604,540
8,2024,Qtr 2,June,13,4165,2972,Grocery,East,33320,9544
5,2024,Qtr 2,June,13,164,105,Grocery,South,779,254
3,2024,Qtr 2,June,14,1421,824,Beauty,North,4049.85,1578
6,2024,Qtr 2,June,14,768,540,Clothing,South,3456,216
4,2024,Qtr 2,June,15,533,365,Grocery,South,2025.4,565
2,2024,Qtr 2,June,15,1522,977,Grocery,West,2587.4,633
2,2024,Qtr 2,June,15,1063,571,Home,South,1807.1,665
7,2024,Qtr 2,June,16,1956,1297,Clothing,East,13692,4613
1,2024,Qtr 2,June,16,1321,908,Home,East,1254.95,347
8,2024,Qtr 2,June,17,812,672,Beauty,South,5846.4,470
7,2024,Qtr 2,June,17,3638,2728,Electronics,South,19099.5,4
4,2024,Qtr 2,June,17,91,58,Grocery,South,364,132
4,2024,Qtr 2,June,18,183,152,Clothing,East,549,-59
5,2024,Qtr 2,June,18,3431,1800,Electronics,West,14581.75,5582
3,2024,Qtr 2,June,19,4098,2538,Beauty,North,10449.9,2836
4,2024,Qtr 2,June,19,3187,1763,Grocery,North,9561,2509
2,2024,Qtr 2,June,19,1936,1517,Home,South,3291.2,257
8,2024,Qtr 2,June,21,2396,1337,Beauty,South,19168,8472
8,2024,Qtr 2,June,22,3243,2181,Clothing,South,25944,8496
5,2024,Qtr 2,June,22,4050,2540,Clothing,West,18225,5525
2,2024,Qtr 2,June,22,1501,1078,Electronics,South,2851.9,696
4,2024,Qtr 2,June,22,3751,2482,Home,South,15004,5076
14,2024,Qtr 2,June,23,8434,5148,Beauty,South,53233.8,18576
7,2024,Qtr 2,June,23,1092,882,Grocery,South,5733,-441
8,2024,Qtr 2,June,24,369,297,Beauty,South,2952,576
3,2024,Qtr 2,June,24,2772,2133,Clothing,East,7484.4,1085
5,2024,Qtr 2,June,24,1022,666,Clothing,South,4088,758
5,2024,Qtr 2,June,24,2322,1944,Electronics,North,11610,1890
1,2024,Qtr 2,June,24,2041,1682,Electronics,South,1632.8,-49
8,2024,Qtr 2,June,25,2648,1700,Beauty,East,15888,2288
5,2024,Qtr 2,June,25,3237,2484,Clothing,South,13757.25,1337
1,2024,Qtr 2,June,25,3217,1970,Grocery,West,2412.75,443
7,2024,Qtr 2,June,25,1232,712,Home,West,7330.4,2346
8,2024,Qtr 2,June,26,1688,1256,Beauty,East,12153.6,2106
6,2024,Qtr 2,June,26,4016,2896,Beauty,South,18072,696
1,2024,Qtr 2,June,26,3532,2065,Clothing,North,3355.4,1290
19,2024,Qtr 2,June,26,7775,4634,Electronics,South,33957.600000000006,8706
10,2024,Qtr 2,June,26,6683,4918,Home,North,23488.2,4686
8,2024,Qtr 2,June,27,1059,583,Electronics,East,7201.2,2537
8,2024,Qtr 2,June,28,4137,3471,Beauty,West,28131.6,364
1,2024,Qtr 2,June,28,4486,3714,Clothing,South,4037.4,323
8,2024,Qtr 2,June,28,1778,1397,Electronics,West,14224,3048
5,2024,Qtr 2,June,28,2192,1768,Home,South,10412,1572
4,2024,Qtr 2,June,29,659,365,Beauty,East,2372.4,912
11,2024,Qtr 2,June,29,4892,3142,Beauty,South,21921.25,5888
1,2024,Qtr 2,June,29,2688,1990,Clothing,North,2150.4,160
12,2024,Qtr 2,June,29,5218,3331,Electronics,North,27343.199999999997,7357
6,2024,Qtr 2,June,29,2283,1370,Electronics,South,10273.5,2054
1,2024,Qtr 2,June,29,963,788,Grocery,South,866.7,79
2,2024,Qtr 2,June,29,1992,1283,Home,North,2988,422
4,2024,Qtr 2,June,30,4938,3963,Beauty,North,15801.6,-50
1,2024,Qtr 2,June,30,1399,1020,Grocery,North,1329.05,309
1,2024,Qtr 2,June,30,3922,3326,Grocery,South,2941.5,-385
6,2024,Qtr 3,July,2,1025,806,Beauty,North,6150,1314
2,2024,Qtr 3,July,2,4155,2755,Grocery,West,7063.5,1554
6,2024,Qtr 3,July,2,2755,1766,Home,North,14050.5,3455
2,2024,Qtr 3,July,3,3138,2175,Beauty,West,5334.6,985
3,2024,Qtr 3,July,3,3022,1941,Clothing,West,4985.599999999999,1633
6,2024,Qtr 3,July,3,2777,1768,Electronics,South,12496.5,1889
6,2024,Qtr 3,July,4,1089,640,Clothing,South,6534,2694
4,2024,Qtr 3,July,4,1245,792,Electronics,South,4731,1563
3,2024,Qtr 3,July,4,3897,3263,Grocery,West,11106.45,1317
1,2024,Qtr 3,July,4,4231,3370,Home,East,3596.35,226
3,2024,Qtr 3,July,5,258,163,Clothing,South,619.2,130
13,2024,Qtr 3,July,5,5065,2866,Electronics,South,24995.95,9763
5,2024,Qtr 3,July,5,57,31,Grocery,North,213.75,59
8,2024,Qtr 3,July,5,956,788,Grocery,West,7265.6,962
2,2024,Qtr 3,July,5,485,403,Home,South,824.5,19
3,2024,Qtr 3,July,6,3182,2600,Beauty,South,9546,1746
1,2024,Qtr 3,July,6,3397,1819,Grocery,South,2887.45,1068
4,2024,Qtr 3,July,6,3504,2385,Home,East,11212.8,1673
4,2024,Qtr 3,July,7,4197,2919,Beauty,North,14269.8,2594
3,2024,Qtr 3,July,7,3437,2185,Beauty,West,9795.45,3240
5,2024,Qtr 3,July,7,105,61,Electronics,East,472.5,168
5,2024,Qtr 3,July,7,4804,3090,Electronics,South,18015,2565
13,2024,Qtr 3,July,7,5331,4305,Electronics,West,36795.75,5260
5,2024,Qtr 3,July,8,4742,2603,Beauty,South,17782.5,4768
1,2024,Qtr 3,July,8,1657,999,Electronics,West,1408.45,409
3,2024,Qtr 3,July,8,4064,3025,Grocery,South,9753.6,679
6,2024,Qtr 3,July,9,4782,2914,Electronics,South,21519,4035
7,2024,Qtr 3,July,9,4162,2424,Electronics,West,26220.6,9253
7,2024,Qtr 3,July,9,422,309,Home,North,2658.6,496
10,2024,Qtr 3,July,9,4345,3563,Home,South,25870.7,3841
1,2024,Qtr 3,July,10,371,226,Clothing,South,315.35,89
5,2024,Qtr 3,July,10,4037,2677,Clothing,West,17157.25,3772
8,2024,Qtr 3,July,10,897,524,Electronics,West,6099.6,1908
5,2024,Qtr 3,July,10,3128,2188,Home,North,14858,3918
1,2024,Qtr 3,July,11,319,224,Beauty,South,287.1,63
4,2024,Qtr 3,July,11,1081,817,Clothing,North,3675.4,407
5,2024,Qtr 3,July,11,4173,2855,Electronics,South,17735.25,3460
7,2024,Qtr 3,July,12,430,358,Beauty,South,2859.5,354
2,2024,Qtr 3,July,12,4001,3359,Beauty,West,7201.8,484
8,2024,Qtr 3,July,12,2501,1974,Grocery,West,18007.2,2215
5,2024,Qtr 3,July,12,3800,1973,Home,East,15200,5335
3,2024,Qtr 3,July,12,3715,3078,Home,South,11145,1911
3,2024,Qtr 3,July,13,510,269,Clothing,North,1377,570
2,2024,Qtr 3,July,13,3331,2239,Electronics,West,5329.6,852
7,2024,Qtr 3,July,14,2261,1249,Clothing,South,15035.65,6293
5,2024,Qtr 3,July,14,1216,724,Electronics,East,4560,940
4,2024,Qtr 3,July,14,2522,1371,Grocery,South,9583.6,4100
7,2024,Qtr 3,July,14,9193,5565,Home,South,27472,8068
5,2024,Qtr 3,July,15,2773,2172,Clothing,North,13171.75,2312
7,2024,Qtr 3,July,15,4400,2803,Electronics,East,23100,3479
4,2024,Qtr 3,July,15,1120,882,Grocery,East,4256,728
8,2024,Qtr 3,July,15,4800,2940,Home,South,17434.45,5142
1,2024,Qtr 3,July,15,3608,2947,Home,West,2706,-241
7,2024,Qtr 3,July,16,408,283,Beauty,North,2856,875
12,2024,Qtr 3,July,16,4887,2729,Clothing,South,29231,11220
11,2024,Qtr 3,July,16,4880,3481,Grocery,East,23661.6,5086
4,2024,Qtr 3,July,16,4485,3659,Grocery,South,13455,-1181
2,2024,Qtr 3,July,17,4621,2545,Electronics,North,8779.9,3690
5,2024,Qtr 3,July,17,3269,2699,Home,South,13893.25,398
3,2024,Qtr 3,July,18,4218,2633,Electronics,East,11388.6,3490
7,2024,Qtr 3,July,19,1018,794,Clothing,West,7126,1568
10,2024,Qtr 3,July,19,8933,7266,Electronics,South,35700,-1764
7,2024,Qtr 3,July,19,3532,2940,Home,North,18543,-2037
11,2024,Qtr 3,July,20,8560,5045,Clothing,South,26434.749999999996,7992
4,2024,Qtr 3,July,20,3230,1962,Grocery,East,10336,2488
8,2024,Qtr 3,July,20,1824,1174,Grocery,North,11673.6,2282
1,2024,Qtr 3,July,20,571,298,Home,East,456.8,159
2,2024,Qtr 3,July,21,3550,1855,Electronics,North,5680,1970
1,2024,Qtr 3,July,22,3583,2914,Beauty,East,3583,669
6,2024,Qtr 3,July,22,2966,2308,Beauty,West,15126.6,1279
7,2024,Qtr 3,July,22,115,58,Electronics,East,684.25,278
2,2024,Qtr 3,July,22,4966,2670,Electronics,West,9435.4,4095
7,2024,Qtr 3,July,22,2960,1672,Home,West,19684,7980
9,2024,Qtr 3,July,24,4591,3563,Electronics,South,23645.399999999998,3017
2,2024,Qtr 3,July,24,1591,975,Grocery,South,2545.6,596
8,2024,Qtr 3,July,25,1960,1418,Clothing,South,15680,4336
8,2024,Qtr 3,July,26,4457,3621,Electronics,North,28524.8,-443
8,2024,Qtr 3,July,26,3153,2057,Grocery,West,25224,8768
4,2024,Qtr 3,July,26,118,76,Home,South,377.6,74
2,2024,Qtr 3,July,27,2584,1753,Beauty,North,4909.6,1404
4,2024,Qtr 3,July,27,2732,2046,Beauty,West,8196,12
3,2024,Qtr 3,July,27,2296,1684,Clothing,West,5854.8,803
8,2024,Qtr 3,July,27,1346,1102,Electronics,North,9691.2,875
7,2024,Qtr 3,July,27,225,127,Grocery,North,1417.5,529
11,2024,Qtr 3,July,27,301,220,Grocery,South,1628.8,129
4,2024,Qtr 3,July,28,2636,2199,Beauty,East,8962.4,166
5,2024,Qtr 3,July,28,6912,4293,Electronics,South,15084.8,4069
2,2024,Qtr 3,July,28,726,372,Grocery,South,1306.8,563
1,2024,Qtr 3,July,29,1831,959,Grocery,North,1556.35,597
15,2024,Qtr 3,July,29,428,268,Home,South,3066.4,965
4,2024,Qtr 3,July,30,556,281,Grocery,West,1779.2,655
5,2024,Qtr 3,July,30,4621,2674,Home,North,20794.5,7425
3,2024,Qtr 3,July,31,3450,1941,Beauty,South,9832.5,4010
1,2024,Qtr 3,July,31,3096,2204,Clothing,South,2631.6,428
11,2024,Qtr 3,July,31,5116,4198,Electronics,South,17730.6,-810
4,2024,Qtr 3,August,1,2065,1547,Clothing,East,7847,1659
7,2024,Qtr 3,August,1,2847,2240,Electronics,South,14946.75,-733
5,2024,Qtr 3,August,1,1707,1336,Grocery,South,8535,1855
6,2024,Qtr 3,August,1,3715,2808,Home,West,22290,5442
2,2024,Qtr 3,August,2,1454,1219,Beauty,South,2326.4,-112
9,2024,Qtr 3,August,2,3146,1797,Clothing,West,18281,4318
6,2024,Qtr 3,August,2,1645,1118,Electronics,South,3401.25,483
5,2024,Qtr 3,August,2,3080,1573,Grocery,South,14630,6765
7,2024,Qtr 3,August,3,4567,2567,Beauty,South,31969,14000
6,2024,Qtr 3,August,3,2656,1786,Beauty,West,5170.5,281
2,2024,Qtr 3,August,3,530,265,Grocery,West,954,424
7,2024,Qtr 3,August,3,4199,3394,Home,East,27923.35,4165
4,2024,Qtr 3,August,4,2008,1310,Beauty,South,7228.8,1989
8,2024,Qtr 3,August,4,1143,712,Electronics,West,8686.8,2991
4,2024,Qtr 3,August,4,3331,1798,Home,South,12657.8,5466
3,2024,Qtr 3,August,5,3904,3309,Electronics,West,11712,1785
2,2024,Qtr 3,August,5,4085,3073,Home,North,6944.5,799
2,2024,Qtr 3,August,6,3716,1967,Clothing,South,7432,3498
4,2024,Qtr 3,August,6,1673,903,Electronics,South,5688.2,2076
7,2024,Qtr 3,August,6,1929,1341,Grocery,East,12827.85,3441
7,2024,Qtr 3,August,7,896,575,Beauty,North,5644.8,1620
4,2024,Qtr 3,August,7,4389,2338,Beauty,West,16678.2,7326
8,2024,Qtr 3,August,7,3710,3042,Clothing,South,28196,3860
6,2024,Qtr 3,August,7,4399,2656,Grocery,West,26394,10458
4,2024,Qtr 3,August,8,2106,1268,Clothing,South,6739.2,1667
7,2024,Qtr 3,August,8,4998,3329,Electronics,North,33236.7,9934
6,2024,Qtr 3,August,8,154,124,Electronics,West,785.4,41
3,2024,Qtr 3,August,8,2373,1205,Grocery,South,6051.15,2436
2,2024,Qtr 3,August,8,1405,918,Home,South,2107.5,272
6,2024,Qtr 3,August,9,213,136,Electronics,South,958.5,143
3,2024,Qtr 3,August,9,2695,1856,Grocery,North,6063.75,496
5,2024,Qtr 3,August,9,2748,1663,Grocery,South,13053,4738
3,2024,Qtr 3,August,9,391,264,Home,North,1055.7,264
7,2024,Qtr 3,August,10,1943,1317,Beauty,South,11560.85,2342
3,2024,Qtr 3,August,10,4066,2621,Clothing,South,10978.2,3115
8,2024,Qtr 3,August,10,242,131,Electronics,North,1452,404
5,2024,Qtr 3,August,10,2190,1421,Electronics,West,9307.5,2203
7,2024,Qtr 3,August,10,4881,3386,Grocery,North,32458.65,8757
7,2024,Qtr 3,August,10,4806,3643,Grocery,South,25231.5,-270
4,2024,Qtr 3,August,11,2958,2336,Electronics,North,11240.4,1896
7,2024,Qtr 3,August,11,225,157,Home,South,1338.75,240
8,2024,Qtr 3,August,11,3143,2628,Home,West,21372.4,348
6,2024,Qtr 3,August,12,895,527,Electronics,East,4027.5,866
7,2024,Qtr 3,August,12,1025,673,Electronics,South,6098.75,1388
8,2024,Qtr 3,August,14,1660,1189,Grocery,East,10624,1112
8,2024,Qtr 3,August,15,2648,1406,Beauty,North,20124.8,8877
5,2024,Qtr 3,August,15,4820,3843,Electronics,North,19280,65
10,2024,Qtr 3,August,17,5825,3899,Clothing,South,38913.6,13608
8,2024,Qtr 3,August,17,1053,668,Clothing,West,7581.6,2238
8,2024,Qtr 3,August,17,2581,1645,Home,East,20648,7488
7,2024,Qtr 3,August,18,4817,3043,Beauty,East,25289.25,3988
5,2024,Qtr 3,August,18,4914,2846,Clothing,North,23341.5,9112
8,2024,Qtr 3,August,18,108,58,Grocery,South,864,400
